IPC,ApplicationDate,Region
H02J7/14 | G01R31/36,2013001004,法国
H02J7/14 | G01R31/36,2013001004,法国
B64C25/24 | F16H25/16,2013001004,法国
B64D15/12,2013001007,法国
B64D15/12,2013001007,法国
B64D15/20,2013001007,奥地利
G01R19/00 | B64D15/22 | B64D15/20 | G01B7/06 | G01K13/00 | G08B19/02 | G01B21/08,2013001007,美国
B64D15/20 | G01K13/00 | G01R19/00,2013001007,美国
B64D15/20 | G01B7/06 | G08B19/02,2013001007,欧洲专利局
B64D15/20 | G01B7/06 | G08B19/02,2013001007,欧洲专利局
B64D15/20 | G01B7/06 | G08B19/02,2013001007,世界知识产权组织
B64D15/20 | G01B7/06 | G08B19/02,2013001007,加拿大
B64D15/20 | G01B7/06 | G08B19/02,2013001007,欧洲专利局
B64D15/20 | G01B7/06 | G08B19/02,2013001007,加拿大
B60T17/18 | B60T8/88,2013001007,日本
B60T17/18 | B60T8/88,2013001007,日本
B64D15/20 | G01B7/06 | G08B19/02,2013001007,中国
B64D15/20 | G01B7/06 | G08B19/02,2013001007,巴西
B64D15/20 | G01B7/06 | G08B19/02,2013001007,巴西
G01R31/04,2013001008,日本
F02G3/00,2013001008,美国
G01N | G01N29/44 | G01N29/14,2013001009,韩国
B64D13/06 | B64D13/02,2013001010,欧洲专利局
B64C13/42 | B64C13/50,2013001010,欧洲专利局
G01W1/02,2013001011,俄罗斯
G01W1/02,2013001011,俄罗斯
B64C27/08,2013001011,乌克兰
G01N1/22,2013001011,中国
G01N1/22,2013001011,中国
F04B17/03,2013001014,美国
B64D47/00,2013001015,中国
F02K1/00,2013001016,乌克兰
B60T8/17 | B64C25/42,2013001016,日本
B60T8/17 | B64C25/42,2013001016,日本
H02G3/02,2013001017,俄罗斯
B21J15/38,2013001021,法国
B21J15/38,2013001021,法国
F15D1/00 | B64C23/06,2013001021,中国
B64C27/12,2013001021,奥地利
B64C27/12 | B64C27/82,2013001021,波兰
B64C27/12 | B64C27/82,2013001021,欧洲专利局
B64C27/12 | B64C27/82,2013001021,欧洲专利局
F41F1/00,2013001022,中国
B64D41/00 | H02J1/00 | H02J4/00 | H02J9/06,2013001022,西班牙
B64D41/00,2013001022,奥地利
B64D41/00 | H02J9/06 | H02J1/00 | H02J4/00,2013001022,欧洲专利局
B64D41/00 | H02J9/06 | H02J1/00 | H02J4/00,2013001022,欧洲专利局
H02N | H02N11/00,2013001023,韩国
H04L12/02 | H04L12/10,2013001023,中国
H02K9/00,2013001024,斯洛文尼亚
B64D25/00,2013001024,美国
B64D25/00 | B64D41/00 | H02J9/06 | H02J4/00 | H02J9/00 | H02J1/00,2013001024,美国
B64D41/00 | B64D25/00 | H02J7/34 | H02J9/00,2013001024,加拿大
B64C27/82 | B64C27/78 | B64D27/24 | B64D35/02,2013001024,加拿大
B64C27/82 | B64C27/78 | B64D27/24 | B64D35/02,2013001024,加拿大
H02J1/00 | H02J7/00,2013001025,美国
B64D1/16,2013001025,俄罗斯
B64D27/24,2013001027,中国
F02C9/16,2013001028,美国
H01M8/06 | B64D37/06,2013001029,美国
B64G1/42 | B64G7/00,2013001030,俄罗斯
B64G1/00,2013001030,俄罗斯
G01N31/12,2013001030,中国
G01N31/12,2013001030,中国
F16H25/08 | B64C13/50 | F16H19/02,2013001031,加拿大
H02G3/32 | B64D47/00 | H02G1/06,2013002001,法国
H02G3/32 | B64D47/00 | H02G1/06,2013002001,法国
H02K1/20 | H02K9/00,2013002004,德国
F42B12/00,2013002005,俄罗斯
F42B12/00,2013002005,俄罗斯
F03H1/00 | F02K7/18,2013002007,俄罗斯
F02K7/00,2013002007,俄罗斯
F16H,2013002007,印度
F16H19/04 | B64C13/42 | B64C13/50 | F16H57/00 | F16H57/01,2013002008,美国
F16H19/04,2013002008,美国
B64C27/04 | G05D1/00,2013002009,俄罗斯
H05B3/00,2013002010,美国
B60L1/02 | B32B3/30 | B32B15/20 | B32B27/38 | B32B15/18 | B32B9/04 | B32B9/00 | B64D15/12 | H05B3/22,2013002010,美国
B64C11/30,2013002011,俄罗斯
B64C27/32,2013002011,俄罗斯
B64C27/32,2013002011,俄罗斯
B64C1/36,2013002012,俄罗斯
B64D41/00,2013002012,奥地利
B64D41/00 | B64D33/02 | B64D13/06,2013002012,中国
B64D41/00 | F02C7/32,2013002012,日本
B64D41/00 | F02C7/32,2013002012,日本
B64D33/02 | B64D27/08 | B64D41/00 | B64D13/00,2013002012,美国
B64D41/00 | B64D33/02 | B64D13/06 | B64D13/00 | B64D27/08,2013002012,欧洲专利局
0,2013002012,世界知识产权组织
B64D41/00 | B64D33/02 | B64D13/06,2013002012,世界知识产权组织
B64D41/00 | B64D33/02 | B64D13/06 | B64D13/00 | B64D27/08,2013002012,欧洲专利局
B64D41/00 | B64D13/06 | B64D33/02,2013002012,加拿大
B64D41/00 | B64D13/06 | B64D33/02,2013002012,巴西
F15B15/00,2013002013,俄罗斯
F15B15/22 | F15B11/068,2013002013,俄罗斯
B64C27/82,2013002013,美国
B64D25/08 | B64D10/00,2013002014,俄罗斯
B64C1/14,2013002014,白俄罗斯
B64C13/50 | B64C13/28,2013002017,中国
B64C13/50 | B64C13/28,2013002017,中国
B64C27/82,2013002018,中国
B64C27/82,2013002018,中国
G08B5/36 | B64D47/02 | H01S3/00,2013002019,法国
B64D | B64C | B64C27/82 | B64D41/00 | B64C27/54,2013002019,韩国
B64D27/00,2013002020,德国
G06K19/07,2013002020,世界知识产权组织
B64D31/06 | B64C27/14 | B64C29/00 | B64D27/24 | B64D31/04 | B64C25/56 | B64C27/473 | B64D17/80 | B64D11/06 | B64C25/34 | B64C25/52 | B64C27/08 | B64C39/02,2013002020,美国
B64D31/06 | B64C27/20 | G05D1/08 | B64D25/00 | B64C27/14 | B64C29/00 | B64D27/24 | B64D31/04 | B64C25/56 | B64C27/473 | B64D17/80 | B64D11/06 | B64C25/34 | B64C39/02 | B64C27/08 | B64C25/52,2013002020,美国
B64C27/08 | B64C27/20 | B64C29/00 | G05D1/08,2013002020,欧洲专利局
B64C27/08 | B64C27/20 | B64C29/00 | G05D1/08,2013002020,世界知识产权组织
B64C27/08 | B64C27/20 | B64C29/00 | G05D1/08,2013002020,欧洲专利局
B64C27/08,2013002020,奥地利
F02C7/32 | B64D13/06 | B64D41/00,2013002021,印度
F16D66/00 | F16D55/38,2013002022,德国
B64C25/40,2013002022,世界知识产权组织
0,2013002022,世界知识产权组织
H02K41/025 | F16F7/10 | H02K7/14 | B64C27/00 | H02K16/02 | H02P5/52 | H02K7/04 | G01M1/36 | F16F15/22 | F01D5/02,2013002022,美国
F01D5/02 | H02K7/04 | H02P5/52 | F16F7/10,2013002022,美国
B64F1/06,2013002025,中国
H01B3/47 | H01B7/17,2013002026,法国
H01B3/47 | H01B7/17,2013002026,法国
B60T8/17 | B64C25/42,2013002027,中国
B60T8/17 | B64C25/42,2013002027,中国
B60K6/48 | B64D27/04 | B64D27/24 | B64D35/08,2013002028,西班牙
B60K6/48 | B64D27/04 | B64D27/24 | B64D35/08,2013002028,西班牙
B64C19/00,2013002028,美国
B64F1/00 | E01C17/00,2013002028,白俄罗斯
B64C25/44 | B64D47/00 | F16D66/00,2013002028,加拿大
B64C25/44 | B64D47/00 | F16D66/00,2013002028,加拿大
F16B33/06,2013002028,俄罗斯
G05D3/12 | G05B19/418,2013003001,中国
G01M13/00,2013003001,中国
G01M13/00,2013003001,中国
G05D3/12 | G05B19/418,2013003001,中国
B60T17/22 | B64C25/44 | F16D66/02 | B64C25/42,2013003001,美国
F16D65/28 | F16D55/36 | B60L7/00 | F16D66/00 | F16D66/02 | B60T17/22 | B64C25/42 | B64C25/44 | F16D121/14 | F16D121/24 | F16D125/40 | F16D125/48,2013003001,美国
B64C25/42 | F16D55/36 | F16D66/02 | B60T8/17 | B60T17/22 | F16D121/24,2013003001,巴西
B64C25/42 | F16D55/36 | F16D66/02 | F16D121/24 | B60T8/17 | B60T17/22,2013003001,巴西
B64D1/00 | B64D1/02 | B64D1/16 | B05C19/00 | B05C19/04 | B64C39/02,2013003004,美国
B64D1/00 | B64C19/00,2013003004,美国
B64D41/00,2013003004,欧洲专利局
B64D41/00,2013003004,欧洲专利局
F03D3/04,2013003005,俄罗斯
F41H1/02,2013003005,俄罗斯
G01W1/08 | G01N15/06,2013003005,印度
B64D35/08 | F01B21/00,2013003005,美国
F01B21/04 | B64D27/24 | F01B21/00 | B64D35/08 | B60W20/00 | B64C1/00 | B64C27/00 | B64D27/02,2013003005,美国
B64D35/08 | F01B21/00 | B64D27/24 | B60W20/00 | B64D27/02,2013003005,美国
B60W20/00,2013003005,美国
B64D45/00,2013003007,中国
B64D15/16,2013003008,美国
B64C27/22 | B64C27/08,2013003011,哈萨克斯坦
G01S3/02,2013003012,俄罗斯
G01S11/04,2013003012,俄罗斯
0,2013003014,美国
B64C25/40 | B64D41/00,2013003014,西班牙
B64C25/40,2013003014,奥地利
B60R16/03 | F02N11/08 | H02J4/00 | H02J9/06,2013003014,美国
B60R16/03 | B64C25/40 | H02J9/06 | H02J4/00 | B64D41/00 | F02N11/08,2013003014,美国
B64C25/40 | B64D41/00,2013003014,欧洲专利局
B64C25/40 | B64D41/00,2013003014,加拿大
B64C25/40 | B64D41/00,2013003014,世界知识产权组织
B64C25/40 | B64D41/00,2013003014,欧洲专利局
B64C25/40 | B64D41/00,2013003014,加拿大
B64D41/00,2013003014,俄罗斯
B64D41/00 | H02J3/00 | H02P9/00,2013003014,日本
B64D41/00 | H02J3/00 | H02P9/00,2013003014,日本
B64C25/40 | B64D41/00,2013003014,中国
B60T13/74,2013003014,奥地利
B60T13/74 | B64C25/42 | F16D65/14,2013003014,欧洲专利局
B60T13/74 | B64C25/42 | F16D65/14,2013003014,欧洲专利局
0,2013003015,美国
B64D37/02,2013003015,俄罗斯
G08G5/06,2013003016,美国
G08G5/06,2013003016,美国
B64F5/00 | B64F5/40,2013003018,中国
B64F5/00 | B64F5/40,2013003018,中国
B64F5/00 | B64F5/40,2013003018,中国
B64F5/00 | B64F5/40,2013003018,中国
B64F5/00 | B64F5/40,2013003018,中国
H02K5/22 | H02K9/22,2013003019,德国
A47L1/02,2013003019,世界知识产权组织
A47L1/02 | E04G23/00,2013003019,世界知识产权组织
G01R31/327,2013003021,中国
B64F3/02,2013003022,越南
B64F3/02,2013003022,越南
G05D1/02 | G05D1/00,2013003025,日本
B60K6/383 | B60K6/26 | B64C27/12 | B64D27/02,2013003025,法国
B60K6/383 | B60K6/26 | B64C27/12 | B64D27/02,2013003025,法国
E21B19/00 | F16K3/02 | F16K3/03,2013003026,印度
H02M3/00 | H02M3/335 | H02J9/00,2013003027,中国
B23B39/16 | B23B41/14 | B64D29/00,2013003027,法国
B60L15/20 | B60L3/00 | A01D34/58 | A01D34/64 | A01D34/76 | A01D34/78,2013003028,日本
B64D39/00 | B64D27/24 | B64C39/02,2013003028,美国
B64D33/00,2013003028,美国
B64D3/00,2013003028,世界知识产权组织
G01C21/34 | B60W10/18 | B60W40/04 | B60W40/06,2013003028,世界知识产权组织
C08J7/00,2013003029,日本
C08J7/00,2013003029,日本
B64G1/00 | B64G1/50,2013003029,俄罗斯
B64D15/12,2013004001,白俄罗斯
B29C70/32 | B29C53/82 | B29C33/48 | B29C70/54,2013004001,中国
B64D41/00,2013004002,法国
B64D41/00,2013004002,法国
A62C3/02 | A62C3/07 | A62C3/08,2013004003,西班牙
A62C3/02 | A62C3/07 | A62C3/08,2013004003,西班牙
B64C39/00,2013004004,俄罗斯
B64G1/50 | F04B23/04 | F16K17/04 | F16L15/08,2013004005,俄罗斯
B64G1/00,2013004005,俄罗斯
H02B1/20 | G01R31/08,2013004009,巴西
H02B1/20 | G01R31/08,2013004009,巴西
F03D1/02 | F03D11/04,2013004011,俄罗斯
G01R27/20,2013004011,奥地利
G01R27/20 | G01R31/00 | G01R31/02 | G01R31/58,2013004011,欧洲专利局
G01N27/20 | G01R27/20 | G01R31/00 | G01R31/58,2013004011,欧洲专利局
G01N27/20 | G01R31/00 | G01R31/02 | G01R31/58,2013004011,欧洲专利局
G05D1/00 | G05D1/02,2013004011,欧洲专利局
B05C5/04,2013004012,墨西哥
B64C27/02,2013004012,世界知识产权组织
B64C27/02,2013004012,德国
B64C27/02,2013004012,巴西
F02C9/48,2013004015,奥地利
F02C9/48 | F02K1/12 | F02K1/15 | F02K1/16 | F02K1/17 | F02K3/075 | B64C9/34,2013004015,欧洲专利局
F02C9/48 | F02K1/12 | F02K1/15 | F02K1/16 | F02K1/17 | F02K3/075 | B64C9/34,2013004015,欧洲专利局
H02M7/06,2013004015,奥地利
H02M7/06 | H01F30/02,2013004015,欧洲专利局
H02M7/06 | H01F30/02,2013004015,欧洲专利局
H02M7/06 | H01F30/02,2013004015,欧洲专利局
A63H27/18 | A63H27/14,2013004016,中国
B64C3/10,2013004016,乌克兰
G01R31/00 | G01R27/14 | G01R31/58,2013004016,中国
0,2013004017,英国
B60N3/00,2013004017,英国
B60N3/00,2013004017,英国
B64D13/06 | F25D17/00,2013004017,中国
B64D31/00,2013004017,中国
B64D41/00 | H01L35/00,2013004017,欧洲专利局
B64B1/34 | B64B1/30 | B64B1/58,2013004018,中国
B64B1/34 | B64B1/30 | B64B1/58,2013004018,中国
B64D27/24,2013004019,法国
B64D27/24,2013004019,法国
B64C19/02,2013004019,奥地利
B64D35/08 | B60W20/40 | B64D27/00 | B64D27/24 | B64C19/02,2013004019,加拿大
B64C19/02,2013004019,欧洲专利局
B64C19/02,2013004019,欧洲专利局
B64C19/02,2013004019,世界知识产权组织
B64C19/02,2013004019,欧洲专利局
B64C19/02,2013004019,巴西
B64C19/02,2013004019,巴西
B64C19/02,2013004019,巴西
B64C19/02,2013004019,德国
F01D15/00 | F01D17/00,2013004022,乌克兰
B64C3/36 | B64C21/10,2013004022,中国
B64C27/24 | B64C27/14 | B64D27/24 | B64C37/00 | B64D27/02,2013004022,美国
B64C37/00 | B64D27/24 | B64D27/14,2013004022,美国
H02M7/487,2013004022,奥地利
H02M7/487 | F02C7/26 | H02P9/08,2013004022,欧洲专利局
H02M7/487 | F02C7/26 | H02P9/08,2013004022,欧洲专利局
H02M7/487 | F02C7/26 | H02P9/08,2013004022,欧洲专利局
B61B13/08 | B61B5/00 | B60V3/04,2013004023,俄罗斯
B64G1/52,2013004023,中国
B64G1/52,2013004023,中国
B64D27/24 | B64D27/26,2013004024,中国
B64D33/00,2013004024,中国
0,2013004024,英国
B64D35/04 | B64D35/08,2013004024,英国
B64D35/04 | B64D35/08,2013004024,英国
B64D27/26 | B64D27/24,2013004024,中国
B64D27/26 | B64D27/24,2013004024,中国
G05F5/00 | H01M8/0656 | B64C13/50 | B64D27/24 | B64D41/00 | H01M8/06,2013004025,加拿大
G05F5/00 | H01M8/0656 | B64C13/50 | B64D41/00 | B64D27/24,2013004025,加拿大
0,2013004026,意大利
B64D15/12 | H02K7/18 | B64C27/32 | B64C27/12,2013004026,欧洲专利局
B64C27/32 | B64C27/12 | H02K7/18 | B64D15/12,2013004026,欧洲专利局
B60R16/033 | H02J15/00 | H02J3/38,2013004026,美国
B60R16/033,2013004026,美国
H02J7/00 | H02J17/00 | H02J50/10,2013004028,中国
H02J7/00 | H02J17/00 | H02J50/10,2013004028,中国
G01M9/00,2013004029,俄罗斯
F24H6/00,2013004030,乌克兰
B64C31/036,2013004030,西班牙
B64C25/40,2013004030,奥地利
B64C31/036,2013004030,奥地利
B64C25/40 | B64C25/42,2013004030,欧洲专利局
B64C25/40 | B64C25/42,2013004030,欧洲专利局
B64C25/40 | B64C25/42,2013004030,欧洲专利局
B64C31/036,2013004030,欧洲专利局
B64C31/036,2013004030,欧洲专利局
B64D47/00,2013005002,中国
B60K6/24 | B60K6/28,2013005002,美国
F02K7/10 | F02K3/06 | B60K6/28 | B60K6/24 | F02C1/00 | F02K3/062,2013005002,美国
H02K7/06 | B64C25/10 | F15B15/08,2013005003,德国
G01R29/08 | G01R31/12,2013005003,中国
G01R29/08 | G01R31/12,2013005003,中国
G06F,2013005003,印度
G05D1/02,2013005003,中国
B60L7/00 | B64C25/42,2013005006,中国
B60L7/00 | B64C25/42,2013005006,中国
F02K1/15 | F02K1/09,2013005007,法国
F02K1/15 | F02K1/09,2013005007,法国
F02K1/15,2013005007,法国
F02K1/15,2013005007,法国
F02C3/20 | F02C7/22 | F02C7/32,2013005008,世界知识产权组织
G03B17/55 | H04N5/225,2013005010,中国
B64C25/12 | B64C11/28,2013005013,中国
B64C25/12 | B64C11/28,2013005013,中国
B64D27/24,2013005015,俄罗斯
B64D27/24,2013005015,中国
B64D27/24,2013005015,中国
B64D27/00,2013005015,斯洛文尼亚
B64D27/24,2013005015,奥地利
B64D31/06 | B64D27/24,2013005015,美国
B64D31/00 | B64D31/06 | G09B9/44 | G09B9/10 | B64D27/24 | B64D27/02,2013005015,美国
B64D27/24,2013005015,欧洲专利局
B64D27/24,2013005015,世界知识产权组织
B64D27/24,2013005015,世界知识产权组织
B64D27/24,2013005015,欧洲专利局
F25B1/10 | F25B11/02,2013005016,中国
F25B1/10 | F25B11/02,2013005016,中国
B64C31/00 | B64D27/00,2013005016,斯洛文尼亚
B64C31/024,2013005016,奥地利
B64D27/24,2013005016,美国
B64C31/024 | B64D27/24 | B64D27/02,2013005016,欧洲专利局
B64C31/024 | B64D27/24 | B64D27/02,2013005016,世界知识产权组织
B64C31/024 | B64D27/24 | B64D27/02,2013005016,欧洲专利局
B64C31/024,2013005016,俄罗斯
B64C31/024 | B64D27/24 | B64D27/02,2013005016,中国
B64C31/024 | B64D27/24 | B64D27/02,2013005016,中国
H05K7/20 | F16K31/12 | F28F27/02 | F16K31/00 | G05D23/02,2013005017,美国
F28F27/02,2013005017,美国
G06F15/16 | G06Q30/02,2013005020,印度
B64D27/00 | F02K5/00 | F02K3/00 | B64D27/10 | F02K99/00 | B64D27/24,2013005022,德国
B64D27/00 | F02K5/00 | F02K3/00 | B64D27/10 | F02K99/00 | B64D27/24,2013005022,德国
B64D27/00 | B64D41/00 | B64D27/10 | B64D27/24,2013005023,德国
B64D27/00 | B64D41/00 | B64D27/10 | B64D27/24,2013005023,德国
B64D41/00,2013005023,中国
F01D15/10 | F02C3/10 | F02C7/26,2013005023,印度
F01D15/10 | F02C3/10 | F02C7/26,2013005023,印度
F02K1/72 | F02K1/76,2013005023,巴西
B05D1/04,2013005023,德国
B05D1/04,2013005023,奥地利
B64C29/00,2013005023,美国
B05D1/04,2013005023,欧洲专利局
B05D1/04,2013005023,欧洲专利局
B64D27/24 | B64C39/04 | B64D35/06 | B60L11/02 | B60L50/10,2013005027,俄罗斯
G01B7/12,2013005028,中国
B64C37/00 | B64D17/80 | B60L7/10 | B64C3/56 | B60K16/00,2013005030,美国
0,2013005030,世界知识产权组织
B60F5/02 | B64C3/40 | B64C23/02 | B64D27/02 | B64D35/00 | B64D17/80,2013005030,世界知识产权组织
G05B19/418,2013005031,中国
B64C29/00 | B64C39/02 | B64D27/24,2013005031,中国
B64C39/02,2013005031,美国
B64C29/00 | B64C39/02 | B64D27/24,2013005031,欧洲专利局
B64C29/00 | B64C39/02 | B64D27/24,2013005031,世界知识产权组织
H01M8/0606 | H01M8/04082,2013005031,中国
G01R31/00,2013006004,中国
G01R31/00,2013006004,中国
F01K27/02,2013006007,中国
B64D27/24,2013006007,法国
B64D27/24,2013006007,法国
H01B1/02 | H01B5/08 | H01B3/30 | H01B7/04 | H01B7/29 | H01B7/28 | H01B7/17 | H01B7/18,2013006008,中国
A63H27/00 | A63H30/04,2013006009,中国
A63H27/00 | A63H30/04,2013006009,中国
A63H33/42 | A63H33/00,2013006009,中国
B64C,2013006010,中国香港
B64C,2013006010,中国香港
B64C13/50 | G05B9/03,2013006012,法国
B64C13/50 | G05B9/03,2013006012,法国
B64D41/00 | B64C27/04,2013006012,中国
B64D41/00 | B64C27/04 | B64C27/12 | B64D27/02,2013006012,韩国
B64D25/14 | B64C1/14,2013006014,法国
B64D25/14 | B64C1/14,2013006014,法国
B64D27/24 | B64D33/04,2013006014,法国
B64D27/24 | B64D33/04,2013006014,法国
B64D27/24,2013006014,法国
B64D27/24,2013006014,法国
F03H99/00 | F04B19/24,2013006014,欧洲专利局
E01B25/00 | B61B13/00,2013006019,印度
F16D65/28,2013006019,美国
F16D55/24 | F16D65/28 | B64C25/44 | B64F1/22,2013006019,美国
B64C25/36 | H02K7/14,2013006021,法国
B64C25/36 | H02K7/14,2013006021,法国
B66F3/44,2013006023,中国
B64C25/42,2013006024,中国
B64C25/42,2013006024,中国
B63B27/14 | B64F1/305 | E01D15/24,2013006025,瑞典
B63B27/14 | B64F1/305 | E01D15/24,2013006025,瑞典
G08B21/00,2013006025,中国
B64C1/18 | B64D13/00 | F24D13/02,2013006025,世界知识产权组织
B64C1/18 | B64D13/00 | F24D13/02,2013006025,欧洲专利局
F03D9/02 | B64B1/06,2013006026,乌克兰
F03B3/12 | F03B17/06,2013006026,世界知识产权组织
F03B3/12,2013006026,世界知识产权组织
B64C25/40,2013006027,美国
B64C25/50,2013006027,美国
B64F5/00,2013006027,世界知识产权组织
F02K1/76 | B64D41/00 | H02M7/08 | H02J4/00,2013006027,中国
F02K1/76 | B64D41/00 | H02J4/00 | H02M7/08,2013006027,加拿大
F02K1/76 | B64D41/00 | H02M7/08 | H02J4/00,2013006027,世界知识产权组织
F02K1/76 | B64D41/00 | H02M7/08 | H02J4/00,2013006027,欧洲专利局
F02K1/76,2013006027,俄罗斯
F41F3/04,2013006028,俄罗斯
F02C7/057 | H05K7/20,2013006028,中国
F02C7/057 | H05K7/20,2013006028,中国
F02C7/057 | H05K7/20,2013006028,德国
F02C7/057,2013006028,奥地利
F02C7/057 | H05K7/20,2013006028,世界知识产权组织
F02C7/057 | H05K7/20,2013006028,欧洲专利局
F02C7/057 | H05K7/20,2013006028,加拿大
F02C7/057 | H05K7/20,2013006028,欧洲专利局
F02C7/057 | H05K7/20,2013006028,加拿大
F02C7/057,2013006028,俄罗斯
B64C27/08 | B64D27/02,2013006029,中国
H04B3/54,2013007002,奥地利
H04B3/54,2013007002,欧洲专利局
H04B3/54,2013007002,世界知识产权组织
H04B3/54,2013007002,欧洲专利局
B64D11/06,2013007003,德国
B64D15/12,2013007003,德国
B64D15/12,2013007003,奥地利
B64D15/12,2013007003,欧洲专利局
B64D15/12,2013007003,欧洲专利局
G05B17/02,2013007004,中国
G05B17/02,2013007004,中国
B64D11/06,2013007005,中国
B64D11/06,2013007005,中国
F16D13/52 | F16D13/58,2013007005,中国
F16D13/52 | F16D13/58,2013007005,中国
B64D11/06,2013007005,中国
B64D11/06,2013007005,中国
B64F5/00 | B64C1/06 | B64F5/10,2013007009,中国
B64C1/00 | B64C | D03D11/00 | D03D | D03D15/00,2013007009,韩国
B60W10/08 | B64D35/08 | B64D27/02,2013007009,美国
B64D35/08,2013007009,美国
B64D35/00 | B64D27/24 | B64D35/08,2013007009,加拿大
B64D35/00 | B64D35/08 | B64D27/24,2013007009,加拿大
F15B21/04,2013007010,中国
B64C21/02 | F42B10/02,2013007012,中国
B64C27/08 | B64C27/12,2013007012,中国
H02K7/00,2013007012,奥地利
H02K7/00 | H02K7/108 | H02K16/00 | H02K16/02 | B64C27/12,2013007012,德国
H02K7/00 | H02K7/108 | H02K16/00 | H02K16/02 | B64C27/12 | B60L50/15,2013007012,欧洲专利局
H02K7/00 | H02K7/108 | H02K16/00 | H02K16/02 | B64C27/12 | B60L50/15,2013007012,欧洲专利局
H02G1/02,2013007015,中国
H02G1/02,2013007015,中国
H02G1/02,2013007015,中国
B64C25/10,2013007017,中国
B64C25/10,2013007017,中国
F02N9/00,2013007017,巴西
F02N9/00,2013007017,巴西
F02K1/76,2013007017,法国
F02K1/76,2013007017,法国
F16H48/06,2013007018,美国
B64C25/40,2013007018,美国
B62K1/00 | B62K15/00,2013007019,中国
B64D41/00 | B64C13/42 | B64C13/40,2013007019,美国
B64D41/00,2013007019,美国
F16L3/00,2013007019,中国
F16L3/22,2013007022,美国
F16L3/00 | F16L3/22 | H02G3/32,2013007022,美国
B64C13/36 | B64D31/00,2013007023,中国
B64C13/36 | B64D31/00,2013007023,中国
H02P23/14 | H02P23/12,2013007024,法国
H01Q1/38 | H01Q13/02,2013007024,中国
F41A31/00 | F41G5/26,2013007024,中国
B64G1/42 | B63H21/00,2013007024,中国
B64C29/00,2013007024,世界知识产权组织
B64C29/00 | B64C11/00 | B64D27/24 | F01D5/03 | B64D27/02,2013007024,世界知识产权组织
C09D5/32 | H01Q17/00,2013007026,俄罗斯
H01Q17/00,2013007026,俄罗斯
B60R16/03 | B64D41/00,2013007029,美国
B64D41/00,2013007029,美国
B64C13/40 | B64D13/08 | B64D41/00,2013007029,美国
B60R16/03 | B60L11/18 | B64D41/00,2013007029,美国
B60L11/18 | H02J4/00 | B60R16/03 | B64D41/00 | H02J3/32,2013007029,美国
G05B13/02 | B64D41/00 | B60R16/03 | H02J4/00 | G01R31/42 | G01R31/00,2013007029,美国
G01M5/00 | G01B11/16 | G01L1/24,2013007029,俄罗斯
B64C27/46 | B64D45/00,2013007029,俄罗斯
B64D41/00 | H02J3/32 | H02M7/12 | H02M3/155 | H02P9/04,2013007029,日本
B64D41/00 | H02J3/32 | H02M7/12 | H02M3/155 | H02P9/04,2013007029,日本
H02J3/28 | B64D47/00,2013007029,中国
H02J5/00 | B64D41/00 | H02J3/32 | H02J7/34,2013007029,日本
H02J5/00 | B64D41/00 | H02J3/32 | H02J7/34,2013007029,日本
H02J7/02,2013007029,奥地利
H02J7/02 | B60R16/03 | B64D41/00 | G01R31/00 | G01R31/42 | G05B13/02 | H02J4/00,2013007029,欧洲专利局
H02J3/28 | B64D41/00 | H02J3/14,2013007029,加拿大
H02J7/02,2013007029,世界知识产权组织
0,2013007029,世界知识产权组织
H02J7/02 | B60R16/03 | B64D41/00 | G01R31/00 | G01R31/42 | G05B13/02 | H02J4/00,2013007029,欧洲专利局
H02J3/28 | B64D41/00 | H02J3/14 | H02J7/02,2013007029,加拿大
H02J7/02 | H02J4/00 | B60R16/03 | B64D41/00 | G01R31/42 | G01R31/00 | G05B13/02,2013007029,欧洲专利局
H02J3/28 | B64D47/00 | B60L11/18 | B60R16/03 | B64D41/00 | H02J3/32 | H02J4/00,2013007029,欧洲专利局
H02J3/28 | B64D47/00 | B60L11/18 | B60R16/03 | B64D41/00 | H02J3/32 | H02J4/00,2013007029,欧洲专利局
H02J3/32 | B64D41/00 | B64D47/00 | H02J3/02,2013007029,加拿大
H02J3/28 | B64D47/00,2013007029,世界知识产权组织
H02J3/28 | B64D47/00,2013007029,加拿大
H02J3/32 | B64D41/00 | B64D47/00 | H02J3/02,2013007029,加拿大
H02J3/28 | B64D47/00 | H02J4/00 | H02J3/32 | B60L11/18 | B60R16/03 | B64D41/00,2013007029,欧洲专利局
H02J3/32 | B64D41/00 | B64D47/00 | H02J3/02,2013007029,加拿大
H02J3/28 | B64D47/00,2013007029,加拿大
H02J3/32 | B64D41/00 | B64D47/00 | H02J3/02,2013007029,加拿大
H02J7/02,2013007029,中国
F02C6/00 | B64D27/16 | F02C7/18 | F02C7/143 | F02C6/14 | F02C1/05,2013007030,日本
B64D15/12 | B64D29/00 | F02C7/24 | G10K11/16 | H05B3/02,2013007030,加拿大
B64D15/12 | B64D29/00 | F02C7/24 | G10K11/16 | H05B3/02,2013007030,加拿大
B64D43/00 | G01L19/08,2013007031,法国
B64D43/00 | G01L19/08,2013007031,法国
B64C25/50 | B64C25/18 | B64C25/24 | B64C25/22,2013007031,德国
B64C25/50 | B64C25/18 | B64C25/24 | B64C25/22,2013007031,德国
B64D13/00 | B23P6/00 | B64D13/06,2013007031,美国
B64D13/08,2013007031,巴西
B64D15/12 | B64D33/02,2013007031,德国
